,artist,FR,GB,DE,IT,ES,BE
4677,"Felix Jaehn, Hight, Alex Aiono",0.0,0.0,1065900.0,70476.0,0.0,17634.0
4678,"Felix Jaehn, Marc E. Bassy, Gucci Mane",0.0,0.0,427965.0,0.0,0.0,0.0
4679,"Felix Jaehn, Mike Williams",0.0,0.0,608875.0,0.0,0.0,0.0
4680,"Felix Jaehn, Nea, Bryn Christopher",0.0,0.0,804023.0,0.0,0.0,0.0
4681,"Felix Jaehn, Ray Dalton",0.0,0.0,1414756.0,0.0,0.0,69646.0
4682,"Felix Jaehn, Robin Schulz, Georgia Ku",0.0,0.0,110748.0,0.0,0.0,0.0
4683,"Felix Jaehn, Sandro Cavazza",0.0,0.0,66934.0,0.0,0.0,0.0
4684,"Felix Jaehn, The Stickmen Project, Calum Scott",0.0,0.0,726143.0,0.0,0.0,0.0
4685,"Felix Jaehn, VIZE, Miss Li",0.0,0.0,1882537.0,0.0,0.0,0.0
4686,"Felix Jaehn, Zoe Wees",0.0,0.0,307895.0,0.0,0.0,0.0
4687,Fero47,0.0,0.0,3766787.0,0.0,0.0,0.0
4688,"Fero47, Kazad",0.0,0.0,163201.0,0.0,0.0,0.0
4689,FiNCH,0.0,0.0,1558330.0,0.0,0.0,0.0
4690,"FiNCH, Blümchen",0.0,0.0,150286.0,0.0,0.0,0.0
4691,"FiNCH, HBz, 2 Engel & Charlie",0.0,0.0,68647.0,0.0,0.0,0.0
4692,"FiNCH, Leony, VIZE",0.0,0.0,639186.0,0.0,0.0,0.0
4693,"FiNCH, Little Big",0.0,0.0,61635.0,0.0,0.0,0.0
4694,"FiNCH, Loona",0.0,0.0,162916.0,0.0,0.0,0.0
4695,"FiNCH, Matthias Reim",0.0,0.0,81922.0,0.0,0.0,0.0
4696,"FiNCH, Paul Elstak",0.0,0.0,85138.0,0.0,0.0,0.0
4697,"FiNCH, SDP",0.0,0.0,83664.0,0.0,0.0,0.0
4698,"FiNCH, SDP, Phil The Beat",0.0,0.0,763217.0,0.0,0.0,0.0
4699,"FiNCH, Scooter",0.0,0.0,102302.0,0.0,0.0,0.0
4700,"FiNCH, Tarek K.I.Z",0.0,0.0,95468.0,0.0,0.0,0.0
4701,"FiNCH, Tream",0.0,0.0,3048588.0,0.0,0.0,0.0
4702,Filow,0.0,0.0,878645.0,0.0,0.0,0.0
4703,"Filow, Ikkimel, Lucry & Suena",0.0,0.0,241857.0,0.0,0.0,0.0
4704,Finnel,0.0,0.0,266308.0,0.0,0.0,0.0
4705,Firat,0.0,0.0,74704.0,0.0,0.0,0.0
4706,Fitz and The Tantrums,0.0,0.0,121234.0,0.0,0.0,0.0
4707,Fler,0.0,0.0,1039509.0,0.0,0.0,0.0
4708,"Fler, Farid Bang",0.0,0.0,246898.0,0.0,0.0,0.0
4709,"Fler, Jalil",0.0,0.0,206241.0,0.0,0.0,0.0
4710,"Fler, Jalil, Remoe",0.0,0.0,34079.0,0.0,0.0,0.0
4711,"Fler, Mosenu",0.0,0.0,337425.0,0.0,0.0,0.0
4712,"Fler, Saad",0.0,0.0,101323.0,0.0,0.0,0.0
4713,"Fler, Sido",0.0,0.0,88957.0,0.0,0.0,0.0
4714,"Fler, Sido, Bass Sultan Hengzt, Cassandra Steen",0.0,0.0,83354.0,0.0,0.0,0.0
4715,Flo Rida,0.0,0.0,72604.0,0.0,0.0,0.0
4716,"Flo Rida, David Guetta",0.0,0.0,51251.0,0.0,0.0,0.0
4717,"Flo Rida, T-Pain",0.0,0.0,760422.0,0.0,0.0,7506.0
4718,Florentina,0.0,0.0,60318.0,0.0,0.0,0.0
4719,Florian Künstler,0.0,0.0,425527.0,0.0,0.0,0.0
4720,"Florian Künstler, Alexander Eder",0.0,0.0,86726.0,0.0,0.0,0.0
4721,Frankie Goes To Hollywood,0.0,0.0,256048.0,0.0,0.0,0.0
4722,"Frauenarzt, Sido",0.0,0.0,210423.0,0.0,0.0,0.0
4723,"Freschta Akbarzada, Sido",0.0,0.0,73825.0,0.0,0.0,0.0
4724,"Frizzo, Soufian",0.0,0.0,63046.0,0.0,0.0,0.0
4725,"Future, Metro Boomin, The Weeknd",0.0,0.0,69937.0,0.0,0.0,0.0
4726,"Future, Travis Scott",0.0,0.0,57660.0,0.0,0.0,6816.0
4727,Fynn Kliemann,0.0,0.0,2642855.0,0.0,0.0,0.0
4728,Fäaschtbänkler,0.0,0.0,468246.0,0.0,0.0,0.0
4729,"G-Eazy, Tory Lanez, Tyga",0.0,0.0,556101.0,0.0,0.0,0.0
4730,GAMPER & DADONI,0.0,0.0,898191.0,0.0,0.0,0.0
4731,"GAMPER & DADONI, Emily Roberts",0.0,0.0,504570.0,0.0,0.0,0.0
4732,"GASHI, French Montana, DJ Snake",0.0,0.0,41080.0,0.0,0.0,0.0
4733,"GENT, Ardian Bujupi",0.0,0.0,59829.0,0.0,0.0,0.0
4734,"GENT, JAZN",0.0,0.0,118356.0,0.0,0.0,0.0
4735,"GENT, Kollegah",0.0,0.0,163521.0,0.0,0.0,0.0
4736,"GENT, Kurdo",0.0,0.0,61641.0,0.0,0.0,0.0
4737,"GENT, Noizy",0.0,0.0,62133.0,0.0,0.0,0.0
4738,GReeeN,0.0,0.0,1816374.0,0.0,0.0,0.0
4739,GRiNGO,0.0,0.0,106979.0,0.0,0.0,0.0
4740,"GRiNGO, 6ix9ine",0.0,0.0,303332.0,0.0,0.0,0.0
4741,"GRiNGO, AK AUSSERKONTROLLE",0.0,0.0,63636.0,0.0,0.0,0.0
4742,"GRiNGO, Bonez MC",0.0,0.0,214107.0,0.0,0.0,0.0
4743,"GRiNGO, Capital Bra",0.0,0.0,223341.0,0.0,0.0,0.0
4744,"GRiNGO, Capital Bra, Kalazh44, HK",0.0,0.0,94361.0,0.0,0.0,0.0
4745,"GRiNGO, HK",0.0,0.0,71931.0,0.0,0.0,0.0
4746,"GRiNGO, KC Rebell",0.0,0.0,105030.0,0.0,0.0,0.0
4747,"GRiNGO, Maxwell, Moe Phoenix, Laruzo",0.0,0.0,92255.0,0.0,0.0,0.0
4748,"GRiNGO, RAF Camora",0.0,0.0,126647.0,0.0,0.0,0.0
4749,"GRiNGO, Sa4, Brudi030",0.0,0.0,51777.0,0.0,0.0,0.0
4750,"GRiNGO, Summer Cem, Julian Marley",0.0,0.0,248525.0,0.0,0.0,0.0
4751,"Gabry Ponte, Jerome",0.0,0.0,132752.0,0.0,0.0,0.0
4752,"Galantis, ROZES",0.0,0.0,52852.0,0.0,0.0,0.0
4753,"Gallo Nero, RAF Camora",0.0,0.0,112499.0,0.0,0.0,0.0
4754,Garagen Larrys,0.0,0.0,63793.0,0.0,0.0,0.0
4755,Genetikk,0.0,0.0,163955.0,0.0,0.0,0.0
4756,"Genetikk, Lena",0.0,0.0,48334.0,0.0,0.0,0.0
4757,"Gentleman, Luciano, Ezhel",0.0,0.0,493758.0,0.0,0.0,0.0
4758,"Gentleman, Sean Paul",0.0,0.0,145001.0,0.0,0.0,0.0
4759,Georg Stengel,0.0,0.0,699695.0,0.0,0.0,0.0
4760,"Gestört aber GeiL, Anna Grey",0.0,0.0,63578.0,0.0,0.0,0.0
4761,"Gestört aber GeiL, LEA",0.0,0.0,1368839.0,0.0,0.0,0.0
4762,"Gestört aber GeiL, SDP",0.0,0.0,101610.0,0.0,0.0,0.0
4763,"Ghetto Phénomène, RAF Camora",0.0,0.0,215661.0,0.0,0.0,0.0
4764,Giant Rooks,0.0,0.0,574900.0,0.0,0.0,0.0
4765,Gigi D'Agostino,0.0,0.0,886726.0,5760.0,0.0,0.0
4766,"Glasperlenspiel, Madizin",0.0,0.0,29193.0,0.0,0.0,0.0
4767,"Glasperlenspiel, Summer Cem",0.0,0.0,86524.0,0.0,0.0,0.0
4768,Glee Cast,0.0,0.0,111316.0,0.0,0.0,0.0
4769,"Glockenbach, ClockClock",0.0,0.0,1589498.0,0.0,0.0,0.0
4770,"Glockenbach, ÁSDÍS",0.0,0.0,446563.0,0.0,0.0,0.0
4771,Go_A,0.0,0.0,71567.0,0.0,0.0,34611.0
4772,"Gradur, Dardan",0.0,0.0,82513.0,0.0,0.0,0.0
4773,Gravagerz,0.0,0.0,152612.0,0.0,0.0,54026.0
4774,Gregor Hägele,0.0,0.0,67470.0,0.0,0.0,0.0
4775,"Gryffin, Bipolar Sunshine",0.0,0.0,28752.0,0.0,0.0,0.0
4776,"Gryffin, ILLENIUM, Daya",0.0,0.0,47106.0,0.0,0.0,5847.0
4777,"Gryffin, OneRepublic",0.0,0.0,74992.0,0.0,0.0,0.0
4778,"Gustav, 01099",0.0,0.0,2086655.0,0.0,0.0,0.0
4779,"Gustav, NOAH",0.0,0.0,171407.0,0.0,0.0,0.0
4780,"Gustav, NOAH, Capital Bra",0.0,0.0,75412.0,0.0,0.0,0.0
4781,Gwen Stefani,0.0,0.0,89538.0,0.0,0.0,0.0
4782,Gzuz,0.0,0.0,4607228.0,0.0,0.0,0.0
4783,"Gzuz, ASHE 22",0.0,0.0,81008.0,0.0,0.0,0.0
4784,"Gzuz, Bausa",0.0,0.0,375219.0,0.0,0.0,0.0
4785,"Gzuz, Bonez MC",0.0,0.0,1063540.0,0.0,0.0,0.0
4786,"Gzuz, Bonez MC, Maxwell, Ufo361",0.0,0.0,427442.0,0.0,0.0,0.0
4787,"Gzuz, Bonez MC, Sa4, 187 Strassenbande",0.0,0.0,416029.0,0.0,0.0,0.0
4788,"Gzuz, Bonez MC, Sa4, RAF Camora",0.0,0.0,55407.0,0.0,0.0,0.0
4789,"Gzuz, KITSCHKRIEG, Trettmann",0.0,0.0,166578.0,0.0,0.0,0.0
4790,"Gzuz, LX",0.0,0.0,472220.0,0.0,0.0,0.0
4791,"Gzuz, LX, Bonez MC, Maxwell",0.0,0.0,357648.0,0.0,0.0,0.0
4792,"Gzuz, Maxwell",0.0,0.0,142604.0,0.0,0.0,0.0
4793,"Gzuz, RAF Camora, Luciano",0.0,0.0,195719.0,0.0,0.0,0.0
4794,"Gzuz, The Cratez",0.0,0.0,118012.0,0.0,0.0,0.0
4795,"Gzuz, Veysel, The Cratez",0.0,0.0,377351.0,0.0,0.0,0.0
4796,HBz,0.0,0.0,1187177.0,0.0,0.0,0.0
4797,"HBz, 2 Engel & Charlie",0.0,0.0,1005135.0,0.0,0.0,0.0
4798,"HBz, JAMYX",0.0,0.0,64220.0,0.0,0.0,0.0
4799,HE/RO,0.0,0.0,87685.0,0.0,0.0,0.0
4800,"HE/RO, NESS",0.0,0.0,83686.0,0.0,0.0,0.0
4801,"HUGEL, Amber Van Day",0.0,0.0,560638.0,0.0,0.0,0.0
4802,Haddaway,0.0,0.0,131645.0,0.0,0.0,3138.0
4803,Haftbefehl,0.0,0.0,209249.0,0.0,0.0,0.0
4804,"Haftbefehl, Bazzazian",0.0,0.0,935826.0,0.0,0.0,0.0
4805,"Haftbefehl, CAPO, Veysel, Ezhel",0.0,0.0,166296.0,0.0,0.0,0.0
4806,"Haftbefehl, Luciano",0.0,0.0,83836.0,0.0,0.0,0.0
4807,"Haftbefehl, Nimo, Luciano, Soufian, Eno, Farhot",0.0,0.0,175336.0,0.0,0.0,0.0
4808,"Haftbefehl, Paula Hartmann",0.0,0.0,87023.0,0.0,0.0,0.0
4809,"Haftbefehl, Schmyt, Bausa, Bazzazian",0.0,0.0,77353.0,0.0,0.0,0.0
4810,"Haftbefehl, Shirin David, Bazzazian",0.0,0.0,168380.0,0.0,0.0,0.0
4811,"Haftbefehl, Soufian, Bazzazian",0.0,0.0,161409.0,0.0,0.0,0.0
4812,"Hanybal, Krime",0.0,0.0,60054.0,0.0,0.0,0.0
4813,"Hanybal, Nimo",0.0,0.0,96307.0,0.0,0.0,0.0
4814,"Harris & Ford, 2 Engel & Charlie",0.0,0.0,197025.0,0.0,0.0,0.0
4815,"Harris & Ford, FiNCH",0.0,0.0,206679.0,0.0,0.0,0.0
4816,"Harris & Ford, Outsiders",0.0,0.0,108644.0,0.0,0.0,0.0
4817,Hava,0.0,0.0,1757741.0,0.0,0.0,0.0
4818,"Hava, Dardan",0.0,0.0,728040.0,0.0,0.0,0.0
4819,"Headie One, Luciano",0.0,0.0,89174.0,0.0,0.0,0.0
4820,Heidi Klum,0.0,0.0,70348.0,0.0,0.0,0.0
4821,Helene Fischer,0.0,0.0,1279295.0,0.0,0.0,0.0
4822,"Helene Fischer, Florian Silbereisen",0.0,0.0,134641.0,0.0,0.0,0.0
4823,"Helene Fischer, Luis Fonsi",0.0,0.0,159608.0,0.0,0.0,0.0
4824,"Helene Fischer, Shirin David",0.0,0.0,328712.0,0.0,0.0,0.0
4825,"Hemso, LX",0.0,0.0,122226.0,0.0,0.0,0.0
4826,Henry Moodie,0.0,0.0,223525.0,0.0,0.0,0.0
4827,Hippie Sabotage,0.0,0.0,212466.0,35271.0,0.0,5280.0
4828,Hitimpulse,0.0,0.0,100126.0,0.0,0.0,0.0
4829,Honk!,0.0,0.0,33770.0,0.0,0.0,0.0
4830,HoodBlaq,0.0,0.0,2449079.0,0.0,0.0,0.0
4831,"HoodBlaq, Bonez MC",0.0,0.0,148273.0,0.0,0.0,0.0
4832,"HoodBlaq, Gzuz, Jamal, Mali",0.0,0.0,93937.0,0.0,0.0,0.0
4833,"HoodBlaq, Jamal, Mali",0.0,0.0,126247.0,0.0,0.0,0.0
4834,"HoodBlaq, Jamal, Safraoui",0.0,0.0,74133.0,0.0,0.0,0.0
4835,"HoodBlaq, Luciano, Mali, Jamal, Alim, Moussa",0.0,0.0,844521.0,0.0,0.0,0.0
4836,"HoodBlaq, RAF Camora",0.0,0.0,180736.0,0.0,0.0,0.0
4837,"HoodBlaq, reezy, Safraoui, Jamal",0.0,0.0,157006.0,0.0,0.0,0.0
4838,Hugo Helmig,0.0,0.0,36064.0,0.0,0.0,0.0
4839,Höhner,0.0,0.0,335765.0,0.0,0.0,0.0
4840,"IAM, Luciano",0.0,0.0,259053.0,0.0,0.0,0.0
4841,IBRA,0.0,0.0,89486.0,0.0,0.0,0.0
4842,"ILIRA, VIZE",0.0,0.0,332690.0,0.0,0.0,0.0
4843,IMMI,0.0,0.0,65166.0,0.0,0.0,0.0
4844,"IMMI, The Cratez",0.0,0.0,77254.0,0.0,0.0,0.0
4845,INTERWORLD,0.0,0.0,270046.0,0.0,0.0,0.0
4846,ISAAK,0.0,0.0,87586.0,0.0,0.0,0.0
4847,Ikke Hüftgold,0.0,0.0,542015.0,0.0,0.0,0.0
4848,"Ikke Hüftgold, Schürze, DJ Robin",0.0,0.0,1276097.0,0.0,0.0,0.0
4849,"Ikkimel, Barré",0.0,0.0,172812.0,0.0,0.0,0.0
4850,"Ikkimel, Lucry & Suena",0.0,0.0,119473.0,0.0,0.0,0.0
4851,"Imanbek, Goodboys",0.0,0.0,54692.0,0.0,0.0,0.0
4852,Indila,0.0,0.0,68114.0,0.0,0.0,8572.0
4853,Ingo ohne Flamingo,0.0,0.0,576386.0,0.0,0.0,0.0
4854,"Ingrid Michaelson, Grace VanderWaal",0.0,0.0,593290.0,0.0,0.0,0.0
4855,"Inoffiziell.Goldenboy, Monk, Chapo102, KASIMIR1441",0.0,0.0,66333.0,0.0,0.0,0.0
4856,"Ion Miles, Longus Mongus, BHZ",0.0,0.0,92150.0,0.0,0.0,0.0
4857,Isabel LaRosa,0.0,0.0,317694.0,0.0,0.0,0.0
4858,Isi Glück,0.0,0.0,74593.0,0.0,0.0,0.0
4859,"Isi Glück, Honk!",0.0,0.0,819595.0,0.0,0.0,0.0
4860,"Isi Glück, Marc Eggers",0.0,0.0,660385.0,0.0,0.0,0.0
4861,ItaloBrothers,0.0,0.0,744862.0,0.0,0.0,39238.0
4862,Ivo Martin,0.0,0.0,77565.0,0.0,0.0,0.0
4863,"J Balvin, Bad Bunny",0.0,0.0,61269.0,56054.0,5445347.0,7489.0
4864,"J Balvin, Ed Sheeran",0.0,0.0,148856.0,100699.0,137437.0,8902.0
4865,"J Balvin, Maria Becerra",0.0,0.0,52270.0,399192.0,3024799.0,0.0
4866,"JACKBOYS, Sheck Wes",0.0,0.0,47555.0,0.0,0.0,4944.0
4867,JAS,0.0,0.0,161029.0,0.0,0.0,0.0
4868,JAZN,0.0,0.0,622357.0,0.0,0.0,0.0
4869,"JAZN, Azzi Memo",0.0,0.0,68126.0,0.0,0.0,0.0
4870,"JAZN, Veysel",0.0,0.0,105506.0,0.0,0.0,0.0
4871,JC Stewart,0.0,0.0,275209.0,0.0,0.0,0.0
4872,JEREMIAS,0.0,0.0,526422.0,0.0,0.0,0.0
4873,JESSIA,0.0,0.0,56125.0,0.0,0.0,0.0
4874,"JIGGO, Ardian Bujupi",0.0,0.0,69155.0,0.0,0.0,0.0
4875,"JIGGO, Monet192",0.0,0.0,420691.0,0.0,0.0,0.0
4876,JIGZAW,0.0,0.0,189699.0,0.0,0.0,0.0
4877,"JIGZAW, Kollegah",0.0,0.0,115560.0,0.0,0.0,0.0
4878,"JURI, Kollegah, Sun Diego",0.0,0.0,171491.0,0.0,0.0,0.0
4879,"JURI, Sun Diego, Scenzah",0.0,0.0,59486.0,0.0,0.0,0.0
4880,Jaden Bojsen,0.0,0.0,49272.0,0.0,0.0,0.0
4881,"Jaill, LX",0.0,0.0,83013.0,0.0,0.0,0.0
4882,"Jala Brat, Buba Corelli, RAF Camora",0.0,0.0,227062.0,0.0,0.0,0.0
4883,"Jalil, Hanybal",0.0,0.0,56692.0,0.0,0.0,0.0
4884,"Jamal, HoodBlaq",0.0,0.0,682970.0,0.0,0.0,0.0
4885,"Jamal, HoodBlaq, AJ Tracey",0.0,0.0,133198.0,0.0,0.0,0.0
4886,Jamule,0.0,0.0,6921865.0,0.0,0.0,0.0
4887,"Jamule, CRO",0.0,0.0,730017.0,0.0,0.0,0.0
4888,"Jamule, Capital Bra",0.0,0.0,402086.0,0.0,0.0,0.0
4889,"Jamule, Chilla",0.0,0.0,275296.0,0.0,0.0,0.0
4890,"Jamule, Dardan",0.0,0.0,292987.0,0.0,0.0,0.0
4891,"Jamule, FOURTY",0.0,0.0,1651463.0,0.0,0.0,0.0
4892,"Jamule, Luciano",0.0,0.0,267217.0,0.0,0.0,0.0
4893,"Jamule, Miksu / Macloud",0.0,0.0,363056.0,0.0,0.0,0.0
4894,"Jamule, PA Sports",0.0,0.0,142213.0,0.0,0.0,0.0
4895,"Jamule, SANTOS",0.0,0.0,710151.0,0.0,0.0,0.0
4896,"Jamule, SRNO",0.0,0.0,75155.0,0.0,0.0,0.0
4897,"Jamule, Sido, Miksu / Macloud",0.0,0.0,73323.0,0.0,0.0,0.0
4898,"Jamule, YAKARY",0.0,0.0,62959.0,0.0,0.0,0.0
4899,"Jamule, reezy",0.0,0.0,63974.0,0.0,0.0,0.0
4900,Jan-Marten Block,0.0,0.0,79221.0,0.0,0.0,0.0
4901,Jane XØ,0.0,0.0,87027.0,0.0,0.0,0.0
4902,"Jaques Raupé, Felix Harrer",0.0,0.0,238451.0,0.0,0.0,0.0
4903,"Jasmine Thompson, Jonas Blue",0.0,0.0,65797.0,0.0,0.0,0.0
4904,Jay Samuelz,0.0,0.0,87469.0,0.0,0.0,0.0
4905,Jazeek,0.0,0.0,7838699.0,0.0,0.0,0.0
4906,"Jazeek, 1da Banton",0.0,0.0,91435.0,0.0,0.0,0.0
4907,"Jazeek, Luciano, Miksu / Macloud",0.0,0.0,942530.0,0.0,0.0,0.0
4908,"Jazeek, Lune",0.0,0.0,119594.0,0.0,0.0,0.0
4909,"Jazeek, MERO",0.0,0.0,343747.0,0.0,0.0,0.0
4910,"Jazeek, Milano",0.0,0.0,926731.0,0.0,0.0,0.0
4911,"Jazeek, Murda",0.0,0.0,99541.0,0.0,0.0,0.0
4912,"Jazeek, SAMIRA",0.0,0.0,302745.0,0.0,0.0,0.0
4913,"Jazeek, reezy",0.0,0.0,70541.0,0.0,0.0,0.0
4914,Jengi,0.0,0.0,138452.0,0.0,0.0,9150.0
4915,"Jennifer Lopez, Pitbull",0.0,0.0,51978.0,0.0,0.0,0.0
4916,"Jimmy Torrio, Ufo361, flowerboii",0.0,0.0,86084.0,0.0,0.0,0.0
4917,"Jiyo, Rap La Rue",0.0,0.0,310359.0,0.0,0.0,0.0
4918,Joker Bra,0.0,0.0,162685.0,0.0,0.0,0.0
4919,"Joker Bra, VIZE",0.0,0.0,2222982.0,0.0,0.0,0.0
4920,"Jonas Blue, Felix Jaehn",0.0,0.0,1011963.0,0.0,0.0,0.0
4921,Jonny Mahoro,0.0,0.0,82781.0,0.0,0.0,0.0
4922,Joost,0.0,0.0,195123.0,0.0,65455.0,719600.0
4923,Josh.,0.0,0.0,555645.0,0.0,0.0,0.0
4924,"Joshi Mizu, Capital Bra",0.0,0.0,30729.0,0.0,0.0,0.0
4925,"Joshi Mizu, Maxwell",0.0,0.0,131025.0,0.0,0.0,0.0
4926,Juju,0.0,0.0,2407421.0,0.0,0.0,0.0
4927,"Juju, Chapo102, Philipp Poisel",0.0,0.0,177805.0,0.0,0.0,0.0
4928,"Juju, Henning May",0.0,0.0,4414831.0,0.0,0.0,0.0
4929,"Juju, Loredana, Miksu / Macloud",0.0,0.0,1539993.0,0.0,0.0,0.0
4930,Julian Benz,0.0,0.0,49883.0,0.0,0.0,0.0
4931,Julian Sommer,0.0,0.0,2104651.0,0.0,0.0,0.0
4932,"Julian Sommer, Mia Julia",0.0,0.0,1220098.0,0.0,0.0,0.0
4933,Julien Bam,0.0,0.0,66083.0,0.0,0.0,0.0
4934,"Julien Bam, ELIF, Jay-C",0.0,0.0,89864.0,0.0,0.0,0.0
4935,"Julien Bam, Georgia Cavallo",0.0,0.0,90144.0,0.0,0.0,0.0
4936,"Julien Bam, Joon Kim",0.0,0.0,62930.0,0.0,0.0,0.0
4937,"Jumpa, Zuna",0.0,0.0,113786.0,0.0,0.0,0.0
4938,"Jumpa, badmómzjay",0.0,0.0,142364.0,0.0,0.0,0.0
4939,"K-Fly, McN",0.0,0.0,258931.0,0.0,0.0,0.0
4940,K.I.Z,0.0,0.0,2004028.0,0.0,0.0,0.0
4941,"K.I.Z, Henning May",0.0,0.0,22788.0,0.0,0.0,0.0
4942,"K.I.Z, Outerspass",0.0,0.0,81717.0,0.0,0.0,0.0
4943,"K.I.Z, Tarek K.I.Z, Mehnersmoos",0.0,0.0,118055.0,0.0,0.0,0.0
4944,"K.I.Z, Tony D",0.0,0.0,109454.0,0.0,0.0,0.0
4945,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",0.0,0.0,65124.0,0.0,0.0,0.0
4946,KALIM,0.0,0.0,1251711.0,0.0,0.0,0.0
4947,"KALIM, Bawer",0.0,0.0,188747.0,0.0,0.0,0.0
4948,"KALIM, CANEY030, Yuyu19, Nizi19",0.0,0.0,86558.0,0.0,0.0,0.0
4949,"KALIM, Gzuz, GRiNGO",0.0,0.0,82428.0,0.0,0.0,0.0
4950,"KALIM, Haftbefehl",0.0,0.0,481472.0,0.0,0.0,0.0
4951,"KALIM, Jamule",0.0,0.0,61040.0,0.0,0.0,0.0
4952,"KALIM, LAYLA",0.0,0.0,174401.0,0.0,0.0,0.0
4953,"KALIM, Luciano",0.0,0.0,713689.0,0.0,0.0,0.0
4954,"KALIM, Luciano, Brasco",0.0,0.0,51524.0,0.0,0.0,0.0
4955,"KALIM, Lucio101",0.0,0.0,144629.0,0.0,0.0,0.0
4956,"KALIM, Nimo",0.0,0.0,544927.0,0.0,0.0,0.0
4957,"KALIM, Shindy",0.0,0.0,141675.0,0.0,0.0,0.0
4958,"KALIM, Ufo361",0.0,0.0,868686.0,0.0,0.0,0.0
4959,"KALIM, XATAR",0.0,0.0,57660.0,0.0,0.0,0.0
4960,"KALIM, badmómzjay",0.0,0.0,251791.0,0.0,0.0,0.0
4961,"KALIM, reezy",0.0,0.0,295016.0,0.0,0.0,0.0
4962,KAMRAD,0.0,0.0,1499554.0,0.0,0.0,0.0
4963,"KARDO, BANGWHITE, Kurdo, X WAVE",0.0,0.0,77249.0,0.0,0.0,0.0
4964,"KARDO, Haftbefehl, X WAVE",0.0,0.0,57596.0,0.0,0.0,0.0
4965,KASIMIR1441,0.0,0.0,94059.0,0.0,0.0,0.0
4966,"KASIMIR1441, $OHO BANI",0.0,0.0,100753.0,0.0,0.0,0.0
4967,"KASIMIR1441, Chapo102",0.0,0.0,119726.0,0.0,0.0,0.0
4968,"KASIMIR1441, Chapo102, 102 Boyz",0.0,0.0,316342.0,0.0,0.0,0.0
4969,"KASIMIR1441, Chapo102, 102 Boyz, Stacks102",0.0,0.0,94061.0,0.0,0.0,0.0
4970,"KASIMIR1441, DILOMAN, WILDBWOYS",0.0,0.0,76506.0,0.0,0.0,0.0
4971,"KASIMIR1441, Pashanim",0.0,0.0,77681.0,0.0,0.0,0.0
4972,"KASIMIR1441, WILDBWOYS",0.0,0.0,283922.0,0.0,0.0,0.0
4973,"KASIMIR1441, badmómzjay, WILDBWOYS",0.0,0.0,2550587.0,0.0,0.0,0.0
4974,"KATI K, FiNCH",0.0,0.0,664383.0,0.0,0.0,0.0
4975,KAYEF,0.0,0.0,1718892.0,0.0,0.0,0.0
4976,KC Rebell,0.0,0.0,2549429.0,0.0,0.0,0.0
4977,"KC Rebell, GRiNGO",0.0,0.0,224518.0,0.0,0.0,0.0
4978,"KC Rebell, Gzuz",0.0,0.0,172669.0,0.0,0.0,0.0
4979,"KC Rebell, Kontra K",0.0,0.0,87121.0,0.0,0.0,0.0
4980,"KC Rebell, Mathea",0.0,0.0,55691.0,0.0,0.0,0.0
4981,"KC Rebell, Moe Phoenix",0.0,0.0,512767.0,0.0,0.0,0.0
4982,"KC Rebell, RAF Camora",0.0,0.0,678208.0,0.0,0.0,0.0
4983,"KC Rebell, RAF Camora, Kontra K",0.0,0.0,64231.0,0.0,0.0,0.0
4984,"KC Rebell, Summer Cem",0.0,0.0,3923147.0,0.0,0.0,0.0
4985,"KC Rebell, Summer Cem, Adel Tawil",0.0,0.0,117806.0,0.0,0.0,0.0
4986,"KC Rebell, Summer Cem, Capital Bra",0.0,0.0,2090320.0,0.0,0.0,0.0
4987,"KC Rebell, Summer Cem, Elias",0.0,0.0,65895.0,0.0,0.0,0.0
4988,"KC Rebell, Summer Cem, Hamza",0.0,0.0,58850.0,0.0,0.0,0.0
4989,"KC Rebell, Summer Cem, Loredana",0.0,0.0,171458.0,0.0,0.0,0.0
4990,"KC Rebell, Summer Cem, Luciano",0.0,0.0,388054.0,0.0,0.0,0.0
4991,"KITSCHKRIEG, Bonez MC, Vybz Kartel",0.0,0.0,500335.0,0.0,0.0,0.0
4992,"KITSCHKRIEG, CRO, AnnenMayKantereit, Trettmann",0.0,0.0,223388.0,0.0,0.0,0.0
4993,"KITSCHKRIEG, GRiNGO, Ufo361, Trettmann, Gzuz",0.0,0.0,2385633.0,0.0,0.0,0.0
4994,"KITSCHKRIEG, Jamule",0.0,0.0,2064314.0,0.0,0.0,0.0
4995,"KITSCHKRIEG, Jan Delay",0.0,0.0,75298.0,0.0,0.0,0.0
4996,"KITSCHKRIEG, RIN, Kool Savas",0.0,0.0,106535.0,0.0,0.0,0.0
4997,"KMN Gang, Azet, Miami Yacine, Nash, Zuna",0.0,0.0,481810.0,0.0,0.0,0.0
4998,KUMMER,0.0,0.0,480943.0,0.0,0.0,0.0
4999,"KUMMER, Fred Rabe",0.0,0.0,1600250.0,0.0,0.0,0.0
5000,KXXMA,0.0,0.0,163832.0,0.0,0.0,0.0
5001,"KXXMA, TurboKevin",0.0,0.0,216103.0,0.0,0.0,0.0
5002,"Kaaris, Fler",0.0,0.0,62100.0,0.0,0.0,0.0
5003,"Kabin Crew, Lisdoonvarna Crew",0.0,0.0,103285.0,0.0,0.0,28658.0
5004,"Kalash, Luciano",0.0,0.0,347330.0,0.0,0.0,0.0
