,artist,FR,GB,DE,IT,ES,BE
1556,Maroon 5,953930.0,1351834.0,1013779.0,760232.0,581443.0,365503.0
1557,"Maroon 5, Cardi B",625055.0,1576483.0,1391291.0,1209426.0,961066.0,217529.0
1558,"Maroon 5, Christina Aguilera",42403.0,0.0,0.0,0.0,0.0,0.0
1559,"Maroon 5, Future",167617.0,519722.0,375287.0,304079.0,176385.0,44560.0
1560,"Maroon 5, Kendrick Lamar",205345.0,597890.0,281350.0,239605.0,316495.0,40590.0
1561,"Maroon 5, Megan Thee Stallion",659997.0,186861.0,304340.0,543691.0,0.0,109649.0
1562,"Maroon 5, SZA",389537.0,875798.0,865759.0,505970.0,418209.0,132199.0
1563,Marou Chenko,82462.0,0.0,0.0,0.0,0.0,0.0
1564,"Marshmello, Anne-Marie",597342.0,1564359.0,1693082.0,470857.0,944636.0,236636.0
1565,"Marshmello, Bastille",436078.0,2799327.0,1645909.0,1210589.0,568882.0,317572.0
1566,"Marshmello, CHVRCHES",119514.0,875312.0,389692.0,152443.0,0.0,92014.0
1567,"Marshmello, Halsey",33723.0,393405.0,270768.0,307864.0,38150.0,61356.0
1568,"Marshmello, Khalid",252204.0,1546753.0,1673915.0,201391.0,296994.0,262048.0
1569,"Martin Garrix, Bebe Rexha",117487.0,263326.0,283444.0,208917.0,268326.0,56830.0
1570,"Martin Garrix, Bonn",174771.0,58684.0,268718.0,0.0,0.0,94488.0
1571,"Martin Garrix, Bono, The Edge",35418.0,0.0,165965.0,308313.0,0.0,54975.0
1572,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",189669.0,129324.0,762459.0,43592.0,89285.0,54540.0
1573,"Martin Garrix, Dua Lipa",444084.0,1262810.0,1178837.0,307501.0,466715.0,144257.0
1574,"Martin Garrix, Khalid",36433.0,484310.0,413608.0,34964.0,72397.0,65415.0
1575,"Martin Garrix, Macklemore, Fall Out Boy",470101.0,701198.0,819388.0,160504.0,0.0,127233.0
1576,"Martin Garrix, Troye Sivan",277706.0,589309.0,730616.0,253872.0,163540.0,115571.0
1577,Martin Jensen,237765.0,1645337.0,1646803.0,281574.0,135136.0,124635.0
1578,Martin Solveig,148274.0,0.0,0.0,0.0,0.0,0.0
1579,"Martin Solveig, ALMA",373397.0,41870.0,445086.0,0.0,0.0,54847.0
1580,"Martin Solveig, Ina Wroldsen",170800.0,1016799.0,391031.0,0.0,0.0,25775.0
1581,"Marvin Gaye, Tammi Terrell",282252.0,1775695.0,0.0,0.0,0.0,254346.0
1582,Marwa Loud,2102026.0,0.0,56099.0,0.0,0.0,26660.0
1583,"Marwa Loud, Eva",369135.0,0.0,0.0,0.0,0.0,9062.0
1584,"Marwa Loud, Jul",58276.0,0.0,0.0,0.0,0.0,0.0
1585,"Marwa Loud, La Guardia",26611.0,0.0,0.0,0.0,0.0,0.0
1586,"Marwa Loud, Moha K",587568.0,0.0,0.0,0.0,0.0,20971.0
1587,"Marwa Loud, Naza",228029.0,0.0,0.0,0.0,0.0,0.0
1588,Masked Wolf,587521.0,923057.0,2246513.0,556354.0,201028.0,247661.0
1589,"Master KG, Nomcebo Zikode",1002561.0,0.0,1020550.0,543822.0,582233.0,265519.0
1590,"Master KG, Nomcebo Zikode, Burna Boy",63274.0,0.0,0.0,61243.0,0.0,9418.0
1591,Mastu,189372.0,0.0,0.0,0.0,0.0,0.0
1592,"Mastu, Sheli-Rose",41025.0,0.0,0.0,0.0,0.0,0.0
1593,"Mathieu Koss, Aloe Blacc",38408.0,0.0,0.0,0.0,0.0,30192.0
1594,Matt Simons,130370.0,0.0,750231.0,500281.0,0.0,15837.0
1595,"Matt Simons, Lola Dubini",44855.0,0.0,0.0,0.0,0.0,0.0
1596,"Mayo, Niska",76080.0,0.0,0.0,0.0,0.0,0.0
1597,"Meek Mill, Drake",65570.0,1124319.0,346715.0,0.0,0.0,60594.0
1598,Megan Thee Stallion,85099.0,945985.0,224041.0,154858.0,0.0,77804.0
1599,"Megan Thee Stallion, Beyoncé",56441.0,801535.0,193131.0,0.0,0.0,36536.0
1600,Melanie Martinez,173096.0,425431.0,154696.0,0.0,0.0,69575.0
1601,Mentissa,928550.0,0.0,0.0,0.0,0.0,84439.0
1602,Merveille,628203.0,0.0,0.0,0.0,0.0,25950.0
1603,"Metro Boomin, A$AP Rocky, Roisee",88543.0,72022.0,201453.0,0.0,0.0,0.0
1604,"Metro Boomin, The Weeknd, 21 Savage",1339279.0,1730321.0,1896847.0,656729.0,53733.0,326345.0
1605,Michael Bublé,692577.0,8109898.0,4978451.0,715687.0,110797.0,229285.0
1606,Michael Jackson,376621.0,1038346.0,431345.0,0.0,27285.0,238066.0
1607,Michael Sembello,125415.0,0.0,0.0,0.0,0.0,0.0
1608,Michel Sardou,201034.0,0.0,0.0,0.0,0.0,0.0
1609,Michou,82325.0,0.0,0.0,0.0,0.0,0.0
1610,Mig,965299.0,0.0,0.0,0.0,0.0,0.0
1611,"Mig, Heuss L'enfoiré",82546.0,0.0,0.0,0.0,0.0,0.0
1612,"Mig, Leto",104376.0,0.0,0.0,0.0,0.0,0.0
1613,"Mig, Maes",77418.0,0.0,0.0,0.0,0.0,0.0
1614,"Mig, Niska",85679.0,0.0,0.0,0.0,0.0,0.0
1615,"Mig, Tiakola",548481.0,0.0,0.0,0.0,0.0,9930.0
1616,Migos,147535.0,616812.0,254058.0,54306.0,0.0,41462.0
1617,"Migos, Drake",150766.0,417689.0,233572.0,45189.0,0.0,37752.0
1618,"Migos, Lil Uzi Vert",141586.0,646102.0,304368.0,39551.0,50071.0,40212.0
1619,"Migos, Nicki Minaj, Cardi B",58447.0,320830.0,153530.0,41138.0,0.0,16732.0
1620,"Migos, Post Malone",24531.0,65881.0,44065.0,0.0,0.0,4212.0
1621,Miguel,57302.0,2707252.0,422721.0,55915.0,0.0,55403.0
1622,"Mike Perry, shy martin",67959.0,0.0,337100.0,29604.0,10326.0,25293.0
1623,"Mike Posner, Seeb",230229.0,552079.0,204064.0,136304.0,116492.0,32737.0
1624,Miley Cyrus,3286431.0,9309449.0,5801789.0,1766850.0,3372149.0,1135118.0
1625,"Miley Cyrus, Dua Lipa",198087.0,698626.0,629265.0,197049.0,221414.0,96115.0
1626,Mister V,3167952.0,0.0,0.0,0.0,0.0,132944.0
1627,"Mister V, Dosseh",589636.0,0.0,0.0,0.0,0.0,16062.0
1628,"Mister V, Gazo",42405.0,0.0,0.0,0.0,0.0,0.0
1629,"Mister V, Hayce Lemsi, Volts Face",204741.0,0.0,0.0,0.0,0.0,3404.0
1630,"Mister V, Juice",54529.0,0.0,0.0,0.0,0.0,0.0
1631,"Mister V, Jul",603209.0,0.0,0.0,0.0,0.0,13917.0
1632,"Mister V, Kerchak",169155.0,0.0,0.0,0.0,0.0,0.0
1633,"Mister V, PLK",902203.0,0.0,0.0,0.0,0.0,31564.0
1634,"Mister V, Samy Ceezy",65290.0,0.0,0.0,0.0,0.0,0.0
1635,"Mister V, Tortoz",23168.0,0.0,0.0,0.0,0.0,0.0
1636,Mister You,192030.0,0.0,0.0,0.0,0.0,0.0
1637,"Mister You, Lacrim",42520.0,0.0,0.0,0.0,0.0,0.0
1638,"Mister You, Marwa Loud",70177.0,0.0,0.0,0.0,0.0,0.0
1639,MisterWives,14979.0,0.0,0.0,0.0,0.0,0.0
1640,Mitski,222167.0,1648172.0,515064.0,0.0,0.0,90483.0
1641,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",155540.0,0.0,0.0,0.0,0.0,29053.0
1642,Moha K,1126158.0,0.0,0.0,0.0,0.0,69274.0
1643,"Moha K, DJ Mike One",151500.0,0.0,0.0,0.0,0.0,0.0
1644,"Moha K, DYSTINCT, YAM",114331.0,0.0,0.0,0.0,0.0,43019.0
1645,Moha La Squale,3802929.0,0.0,0.0,0.0,0.0,49275.0
1646,Moji x Sboy,112059.0,0.0,0.0,0.0,0.0,0.0
1647,"Monsieur Nov, Josman",58507.0,0.0,0.0,0.0,0.0,0.0
1648,"Morad, Jul",791077.0,0.0,154252.0,317774.0,489429.0,72844.0
1649,"Morad, Ninho",55787.0,0.0,0.0,0.0,0.0,0.0
1650,Mr. Belt & Wezol,306439.0,0.0,458702.0,126813.0,0.0,204311.0
1651,Musical Youth,51245.0,159185.0,0.0,0.0,0.0,20352.0
1652,Myles Smith,1017588.0,3322356.0,1603335.0,562152.0,0.0,488278.0
1653,MØ,169869.0,68085.0,159005.0,46071.0,0.0,24401.0
1654,Måneskin,3967649.0,2941786.0,5523272.0,14281057.0,1969508.0,1442500.0
1655,"Médine, Booba",379961.0,0.0,0.0,0.0,0.0,8837.0
1656,"Médine, Lartiste, Lino, Sofiane, Alivor, Seth Gueko, Ninho, Youssoupha",93457.0,0.0,0.0,0.0,0.0,0.0
1657,"Møme, Merryn Jeann",287286.0,0.0,0.0,0.0,0.0,5108.0
1658,N'seven7,127448.0,0.0,0.0,0.0,0.0,0.0
1659,"NAZAKEBLACK, Naza, KeBlack",673540.0,0.0,0.0,0.0,0.0,11025.0
1660,"NEIKED, Dyo",246936.0,956616.0,159094.0,7257.0,135579.0,49743.0
1661,NF,348638.0,1547197.0,1545038.0,344235.0,106268.0,139579.0
1662,"Naestro, GIMS, Dadju, Vitaa, Slimane",302048.0,0.0,0.0,0.0,0.0,14313.0
1663,Nahir,44691.0,0.0,0.0,0.0,0.0,0.0
1664,"Nahir, Vacra",627153.0,0.0,0.0,0.0,0.0,18685.0
1665,"Naive New Beaters, Izïa",216614.0,0.0,0.0,0.0,0.0,0.0
1666,Nakry,136799.0,0.0,0.0,0.0,0.0,0.0
1667,Naps,8131280.0,0.0,0.0,0.0,0.0,444469.0
1668,"Naps, 13ème Art",19464.0,0.0,0.0,0.0,0.0,0.0
1669,"Naps, 13ème Art, Graya, Kalif, Raisse, YL, Dika",142270.0,0.0,0.0,0.0,0.0,0.0
1670,"Naps, AM La Scampia",43992.0,0.0,0.0,0.0,0.0,0.0
1671,"Naps, Alonzo",54463.0,0.0,0.0,0.0,0.0,0.0
1672,"Naps, GIMS",2642652.0,0.0,0.0,0.0,0.0,160001.0
1673,"Naps, Gambi",131636.0,0.0,0.0,0.0,0.0,0.0
1674,"Naps, Gazo",981566.0,0.0,0.0,0.0,0.0,30599.0
1675,"Naps, Gazo, Ninho",1882131.0,0.0,0.0,0.0,0.0,81719.0
1676,"Naps, Heuss L'enfoiré",402319.0,0.0,0.0,0.0,0.0,0.0
1677,"Naps, Jul",110063.0,0.0,0.0,0.0,0.0,0.0
1678,"Naps, Jul, SCH, Kalif Hardcore",44311.0,0.0,0.0,0.0,0.0,0.0
1679,"Naps, Kalif Hardcore",39699.0,0.0,0.0,0.0,0.0,0.0
1680,"Naps, Koba LaD, Maes",244233.0,0.0,0.0,0.0,0.0,10257.0
1681,"Naps, Lacrim",49888.0,0.0,0.0,0.0,0.0,0.0
1682,"Naps, Maes",82115.0,0.0,0.0,0.0,0.0,0.0
1683,"Naps, Mister You",46135.0,0.0,0.0,0.0,0.0,0.0
1684,"Naps, Ninho",2253864.0,0.0,0.0,0.0,0.0,64691.0
1685,"Naps, Rim'K",67294.0,0.0,0.0,0.0,0.0,0.0
1686,"Naps, Rohff",41513.0,0.0,0.0,0.0,0.0,0.0
1687,"Naps, SCH",1308859.0,0.0,0.0,0.0,0.0,23530.0
1688,"Naps, Sofiane, Dika, Kalif",39423.0,0.0,0.0,0.0,0.0,0.0
1689,"Naps, Sofiane, Kalif Hardcore",59338.0,0.0,0.0,0.0,0.0,0.0
1690,"Naps, Soolking",340902.0,0.0,0.0,0.0,0.0,0.0
1691,"Naps, Soolking, Kliffzivziv, Sofiane",49568.0,0.0,0.0,0.0,0.0,0.0
1692,"Naps, Vald",45405.0,0.0,0.0,0.0,0.0,0.0
1693,Nat King Cole,81182.0,1729839.0,418701.0,118822.0,0.0,37806.0
1694,Natasha Bedingfield,131525.0,2419204.0,3058023.0,397594.0,281955.0,315883.0
1695,"Nathan Dawe, Ella Henderson",129494.0,746987.0,328396.0,0.0,0.0,31378.0
1696,"Nathan Evans, 220 KID",338090.0,755005.0,2025978.0,0.0,0.0,194495.0
1697,Naza,2164253.0,0.0,0.0,0.0,0.0,28660.0
1698,"Naza, 4Keus",36435.0,0.0,0.0,0.0,0.0,0.0
1699,"Naza, Heuss L'enfoiré",40637.0,0.0,0.0,0.0,0.0,0.0
1700,"Naza, KeBlack",121175.0,0.0,0.0,0.0,0.0,0.0
1701,"Naza, KeBlack, Naps",39481.0,0.0,0.0,0.0,0.0,0.0
1702,"Naza, Negrito",48112.0,0.0,0.0,0.0,0.0,0.0
1703,"Naza, Ninho",105260.0,0.0,0.0,0.0,0.0,0.0
1704,"Naza, Niska",1736465.0,0.0,0.0,0.0,0.0,81204.0
1705,"Naza, Ohmondieusalva",32141.0,0.0,0.0,0.0,0.0,0.0
1706,"Naza, RK",75522.0,0.0,0.0,0.0,0.0,0.0
1707,"Naza, SCH",48733.0,0.0,0.0,0.0,0.0,0.0
1708,"Naza, Tiakola",241112.0,0.0,0.0,0.0,0.0,0.0
1709,Ndotz,70459.0,545204.0,331582.0,176567.0,73374.0,68036.0
1710,Nea,720207.0,0.0,0.0,0.0,128484.0,142464.0
1711,"Nea, Felix Jaehn",235011.0,178758.0,1927795.0,0.0,0.0,90398.0
1712,Negrito,37101.0,0.0,0.0,0.0,0.0,0.0
1713,"Negrito, Franglish",61327.0,0.0,0.0,0.0,0.0,0.0
1714,Nej,188120.0,0.0,58620.0,0.0,0.0,0.0
1715,Nekfeu,6480553.0,0.0,0.0,0.0,0.0,44332.0
1716,"Nekfeu, 2zer, Mekra",77550.0,0.0,0.0,0.0,0.0,0.0
1717,"Nekfeu, Alpha Wann",109600.0,0.0,0.0,0.0,0.0,0.0
1718,"Nekfeu, BJ The Chicago Kid",59594.0,0.0,0.0,0.0,0.0,0.0
1719,"Nekfeu, Clara Luciani",92952.0,0.0,0.0,0.0,0.0,0.0
1720,"Nekfeu, Crystal Kay",139769.0,0.0,0.0,0.0,0.0,0.0
1721,"Nekfeu, Damso",1415249.0,0.0,0.0,0.0,0.0,51622.0
1722,"Nekfeu, FRAMAL, Doums",66120.0,0.0,0.0,0.0,0.0,0.0
1723,"Nekfeu, FRAMAL, Jazzy Bazz",61645.0,0.0,0.0,0.0,0.0,0.0
1724,"Nekfeu, Murkage Dave",64798.0,0.0,0.0,0.0,0.0,0.0
1725,"Nekfeu, Nemir",1820518.0,0.0,0.0,0.0,0.0,7426.0
1726,"Nekfeu, Nemir, 2zer, Mekra, Doums",80018.0,0.0,0.0,0.0,0.0,0.0
1727,"Nekfeu, Népal",87112.0,0.0,0.0,0.0,0.0,0.0
1728,"Nekfeu, Sneazzy, S.Pri Noir",341112.0,0.0,0.0,0.0,0.0,4922.0
1729,"Nekfeu, Vanessa Paradis",1286995.0,0.0,0.0,0.0,0.0,48158.0
1730,"Nessbeal, PLK",50814.0,0.0,0.0,0.0,0.0,0.0
1731,Niaks,530328.0,0.0,0.0,0.0,0.0,9005.0
1732,"Niaks, Maes",80446.0,0.0,0.0,0.0,0.0,0.0
1733,Niall Horan,37254.0,2485918.0,479626.0,126272.0,136816.0,200347.0
1734,"Nick Jonas, Nicki Minaj",30040.0,0.0,32195.0,0.0,0.0,0.0
1735,"Nicki Minaj, Ariana Grande",77462.0,434882.0,165484.0,0.0,24047.0,21471.0
1736,"Nicki Minaj, Ice Spice, Aqua",328995.0,896986.0,566811.0,200458.0,58333.0,73133.0
1737,"Nicky Jam, J Balvin",620398.0,0.0,788391.0,1056050.0,1185488.0,74301.0
1738,"Nicky Jam, J Balvin, Maluma, Ozuna",100027.0,0.0,40437.0,304779.0,885824.0,5894.0
1739,"Nicky Jam, Will Smith, Era Istrefi",124502.0,0.0,234884.0,90069.0,110247.0,15966.0
1740,Ninho,49016279.0,0.0,0.0,0.0,0.0,1504476.0
1741,"Ninho, Alonzo",70679.0,0.0,0.0,0.0,0.0,0.0
1742,"Ninho, Ayra Starr",1152985.0,0.0,0.0,0.0,0.0,17432.0
1743,"Ninho, Blasko",122825.0,0.0,0.0,0.0,0.0,3668.0
1744,"Ninho, Central Cee",1151832.0,0.0,0.0,0.0,0.0,61410.0
1745,"Ninho, Dadju",568901.0,0.0,0.0,0.0,0.0,9051.0
1746,"Ninho, Damso",423275.0,0.0,0.0,0.0,0.0,9265.0
1747,"Ninho, Fally Ipupa",589441.0,0.0,0.0,0.0,0.0,7960.0
1748,"Ninho, Faouzia",730031.0,0.0,0.0,0.0,0.0,7812.0
1749,"Ninho, Gradur",93373.0,0.0,0.0,0.0,0.0,0.0
1750,"Ninho, Griff",151804.0,0.0,0.0,0.0,0.0,0.0
1751,"Ninho, Heuss L'enfoiré",70926.0,0.0,0.0,0.0,0.0,0.0
1752,"Ninho, Hös",62555.0,0.0,0.0,0.0,0.0,0.0
1753,"Ninho, Hös Copperfield",721882.0,0.0,0.0,0.0,0.0,0.0
1754,"Ninho, Jul",361484.0,0.0,0.0,0.0,0.0,8490.0
1755,"Ninho, Koba LaD",392272.0,0.0,0.0,0.0,0.0,8669.0
1756,"Ninho, Lil Baby",390080.0,0.0,0.0,0.0,0.0,26254.0
1757,"Ninho, Nekfeu",824511.0,0.0,0.0,0.0,0.0,7693.0
1758,"Ninho, Niro",268946.0,0.0,0.0,0.0,0.0,5205.0
1759,"Ninho, Niska",7188255.0,0.0,0.0,0.0,0.0,188817.0
1760,"Ninho, Niska, Koba LaD",180700.0,0.0,0.0,0.0,0.0,0.0
1761,"Ninho, Omah Lay",222890.0,0.0,0.0,0.0,0.0,17031.0
1762,"Ninho, Sofiane",192119.0,0.0,0.0,0.0,0.0,0.0
1763,"Ninho, Tito",250291.0,0.0,0.0,0.0,0.0,6305.0
1764,"Ninho, Yaro",245476.0,0.0,0.0,0.0,0.0,4022.0
1765,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",206389.0,0.0,152592.0,1220394.0,2240498.0,26065.0
1766,Niro,313650.0,0.0,0.0,0.0,0.0,0.0
1767,"Niro, ElGrandeToto",568272.0,0.0,0.0,0.0,0.0,13418.0
1768,"Niro, La Zarra",36519.0,0.0,0.0,0.0,0.0,0.0
1769,"Niro, Lacrim, UZI, Mister You, Kofs, Le Rat Luciano, Jul, Alonzo, Le classico organisé",198128.0,0.0,0.0,0.0,0.0,13084.0
1770,"Niro, Maes",41233.0,0.0,0.0,0.0,0.0,0.0
1771,"Niro, Niska",53123.0,0.0,0.0,0.0,0.0,0.0
1772,"Niro, PLK",150197.0,0.0,0.0,0.0,0.0,0.0
1773,"Niro, SCH",68309.0,0.0,0.0,0.0,0.0,0.0
1774,"Niro, Soolking",45431.0,0.0,0.0,0.0,0.0,0.0
1775,Nirvana,137132.0,2262994.0,392492.0,0.0,0.0,406373.0
1776,Niska,11735523.0,0.0,0.0,0.0,0.0,315119.0
1777,"Niska, 1PLIKÉ140",116039.0,0.0,0.0,0.0,0.0,0.0
1778,"Niska, 4Keus",131365.0,0.0,0.0,0.0,0.0,6228.0
1779,"Niska, Booba",2528981.0,0.0,0.0,0.0,0.0,122430.0
1780,"Niska, Fior 2 Bior",36850.0,0.0,0.0,0.0,0.0,0.0
1781,"Niska, Gazo",97781.0,0.0,0.0,0.0,0.0,0.0
1782,"Niska, Guy2Bezbar",300433.0,0.0,0.0,0.0,0.0,0.0
1783,"Niska, Hamza",97384.0,0.0,0.0,0.0,0.0,0.0
1784,"Niska, Heuss L'enfoiré",66750.0,0.0,0.0,0.0,0.0,0.0
1785,"Niska, Koba LaD",67794.0,0.0,0.0,0.0,0.0,0.0
1786,"Niska, MHD",132764.0,0.0,0.0,0.0,0.0,4595.0
1787,"Niska, Madrane",69233.0,0.0,0.0,0.0,0.0,0.0
1788,"Niska, Maes",167444.0,0.0,0.0,0.0,0.0,0.0
1789,"Niska, Ninho",1749574.0,0.0,0.0,0.0,0.0,32786.0
1790,"Niska, Skaodi",168189.0,0.0,0.0,0.0,0.0,3984.0
1791,"Niska, Tiakola",48073.0,0.0,0.0,0.0,0.0,0.0
1792,"Niska, Zed",54056.0,0.0,0.0,0.0,0.0,0.0
1793,"No Limit, Bosh, Heuss L'enfoiré",401705.0,0.0,0.0,0.0,0.0,0.0
1794,"No Limit, Gazo, Damso",1299348.0,0.0,0.0,0.0,0.0,119162.0
1795,"No Limit, Landy, Alonzo",82593.0,0.0,0.0,0.0,0.0,0.0
1796,"No Limit, Orelsan, Ninho",1049916.0,0.0,0.0,0.0,0.0,7326.0
1797,"No Limit, Tayc, Hamza",55384.0,0.0,0.0,0.0,0.0,0.0
1798,Noodels,38948.0,0.0,0.0,0.0,0.0,0.0
1799,Nour,219369.0,0.0,0.0,0.0,0.0,0.0
1800,Nuit Incolore,1534272.0,0.0,0.0,0.0,0.0,19426.0
1801,Népal,50650.0,0.0,0.0,0.0,0.0,0.0
1802,OBOY,12592452.0,0.0,0.0,0.0,0.0,246047.0
1803,"OBOY, Aya Nakamura, Dopebwoy",233964.0,0.0,0.0,0.0,0.0,0.0
1804,"OBOY, La Mano 1.9, Jozii",60540.0,0.0,0.0,0.0,0.0,0.0
1805,"OMI, Felix Jaehn",96835.0,482868.0,0.0,0.0,0.0,37362.0
1806,Oasis,132394.0,14015717.0,883345.0,224481.0,63650.0,511250.0
1807,Oby One,93030.0,0.0,0.0,0.0,0.0,0.0
1808,Ofenbach,959539.0,0.0,660487.0,376475.0,15359.0,12425.0
1809,"Ofenbach, Benjamin Ingrosso",319007.0,0.0,0.0,0.0,0.0,0.0
1810,"Ofenbach, Ella Henderson",538976.0,0.0,0.0,0.0,0.0,40987.0
1811,"Ofenbach, FAST BOY",102164.0,0.0,0.0,0.0,0.0,0.0
1812,"Ofenbach, Lagique",768691.0,0.0,1492191.0,622396.0,0.0,157844.0
1813,"Ofenbach, Nick Waterhouse",367082.0,0.0,524247.0,235343.0,86620.0,0.0
1814,"Ofenbach, Norma Jean Martine",1567400.0,0.0,2037216.0,0.0,0.0,440530.0
1815,"Ofenbach, Quarterhead, Norma Jean Martine",1092139.0,0.0,2426160.0,407592.0,0.0,188549.0
1816,"Ofenbach, SVEA",291391.0,0.0,0.0,0.0,0.0,0.0
1817,"Oliver Tree, Robin Schulz",670070.0,1143821.0,856193.0,471026.0,484231.0,312568.0
1818,Olivia Rodrigo,1609158.0,21987706.0,6729677.0,1640248.0,2965390.0,1726934.0
1819,OneRepublic,4016983.0,6703140.0,6148785.0,2591774.0,364536.0,1437820.0
1820,"OneRepublic, Seeb",141867.0,199484.0,362695.0,54961.0,27242.0,23360.0
1821,Orelsan,9937119.0,0.0,0.0,0.0,0.0,429890.0
1822,"Orelsan, Damso",710155.0,0.0,0.0,0.0,0.0,33899.0
1823,"Orelsan, GIMS",234438.0,0.0,0.0,0.0,0.0,5428.0
1824,"Orelsan, Gringe",274876.0,0.0,0.0,0.0,0.0,13058.0
1825,"Orelsan, Ibeyi",295351.0,0.0,0.0,0.0,0.0,6060.0
1826,"Orelsan, Nekfeu, Dizzee Rascal",232899.0,0.0,0.0,0.0,0.0,5893.0
1827,"Orelsan, Skread",136719.0,0.0,0.0,0.0,0.0,9881.0
1828,"Orelsan, Stromae",476364.0,0.0,0.0,0.0,0.0,20881.0
1829,"Orelsan, The Neptunes",116193.0,0.0,0.0,0.0,0.0,8608.0
1830,"Osirus Jack, Freeze corleone",41257.0,0.0,0.0,0.0,0.0,0.0
1831,Outkast,227221.0,1285166.0,54217.0,0.0,0.0,51204.0
1832,Oxlade,542024.0,439510.0,142266.0,0.0,0.0,85285.0
1833,Ozuna,594388.0,0.0,290275.0,3357929.0,12779519.0,48417.0
1834,"Ozuna, Doja Cat, Sia",710426.0,0.0,0.0,0.0,1013256.0,0.0
1835,P!nk,930930.0,2133006.0,1418130.0,269795.0,156799.0,442055.0
1836,"P!nk, Cash Cash",35688.0,0.0,0.0,0.0,0.0,20367.0
1837,"P!nk, Willow Sage Hart",398256.0,0.0,1122713.0,0.0,0.0,197184.0
1838,"PARTYNEXTDOOR, Rihanna",99626.0,684243.0,212999.0,0.0,37085.0,30100.0
1839,"PEDRO SAMPAIO, Anitta, Dadju, Mc Pedrinho, Nicky Jam",867069.0,0.0,0.0,0.0,58981.0,30799.0
1840,PLK,18105482.0,0.0,0.0,0.0,0.0,404490.0
1841,"PLK, Dinos",79999.0,0.0,0.0,0.0,0.0,0.0
1842,"PLK, Gazo",1296376.0,0.0,0.0,0.0,0.0,45338.0
1843,"PLK, Hamza",1664165.0,0.0,0.0,0.0,0.0,69611.0
1844,"PLK, Heuss L'enfoiré",337047.0,0.0,0.0,0.0,0.0,11893.0
1845,"PLK, Jul",1531290.0,0.0,0.0,0.0,0.0,11895.0
1846,"PLK, Kerchak",83077.0,0.0,0.0,0.0,0.0,0.0
1847,"PLK, Maes",36281.0,0.0,0.0,0.0,0.0,0.0
1848,"PLK, Nekfeu",113096.0,0.0,0.0,0.0,0.0,0.0
1849,"PLK, Niska",788408.0,0.0,0.0,0.0,0.0,31242.0
1850,"PLK, OBOY",1973762.0,0.0,0.0,0.0,0.0,52285.0
1851,"PLK, Rim'K",209538.0,0.0,0.0,0.0,0.0,9752.0
1852,"PLK, SCH",85965.0,0.0,0.0,0.0,0.0,0.0
1853,"PLK, TIF",125121.0,0.0,0.0,0.0,0.0,0.0
1854,"PLK, Timal",183402.0,0.0,0.0,0.0,0.0,0.0
1855,PNL,19924355.0,0.0,0.0,0.0,0.0,315094.0
1856,PRIME,53613.0,0.0,0.0,0.0,0.0,0.0
1857,Panic! At The Disco,569399.0,2811960.0,3296171.0,811627.0,301111.0,373528.0
1858,Parcels,57030.0,0.0,0.0,0.0,0.0,0.0
1859,Partenaire Particulier,726310.0,0.0,0.0,0.0,0.0,9132.0
1860,"Pascal Letoublon, Leony",386752.0,0.0,808195.0,0.0,0.0,0.0
1861,Patrick Watson,114139.0,48984.0,0.0,0.0,0.0,267162.0
1862,Paul Rosenberg,48477.0,195852.0,94707.0,56775.0,0.0,10036.0
1863,Pedro Capó,95751.0,0.0,0.0,0.0,530616.0,0.0
1864,"Pedro Capó, Alan Walker, Farruko",52554.0,0.0,0.0,0.0,0.0,0.0
1865,"Pedro Capó, Farruko",696201.0,0.0,620979.0,1859705.0,2600674.0,75048.0
1866,Peggy Gou,383711.0,1551586.0,700447.0,1205904.0,0.0,348340.0
1867,Petit Biscuit,619607.0,76635.0,556466.0,176208.0,19643.0,134036.0
1868,"Petit Biscuit, Lido",22302.0,0.0,0.0,0.0,0.0,0.0
1869,"Petit Biscuit, Møme, Isaac Delusion",24046.0,0.0,0.0,0.0,0.0,0.0
1870,"Petit Biscuit, Panama",21656.0,0.0,0.0,0.0,0.0,0.0
1871,Pharrell Williams,35685.0,255759.0,0.0,0.0,9819.0,8367.0
1872,"Pharrell Williams, Miley Cyrus",63863.0,117695.0,137293.0,0.0,73322.0,13814.0
1873,"Pharrell Williams, Nile Rodgers, Thomas Bangalter, Guy-Manuel de Homem-Christo, Daft Punk",42418.0,49693.0,122075.0,0.0,0.0,17689.0
1874,"Pheelz, BNXN",96630.0,50121.0,0.0,0.0,0.0,8552.0
1875,Pierre Garnier,2817727.0,0.0,0.0,0.0,0.0,155020.0
1876,"Pierre Garnier, M. Pokora",455001.0,0.0,0.0,0.0,0.0,0.0
1877,Pierre de Maere,2037974.0,0.0,0.0,0.0,0.0,85230.0
1878,"PinkPantheress, Ice Spice",153026.0,2112731.0,443840.0,105446.0,54197.0,123586.0
1879,"Pitbull, AFROJACK, Ne-Yo, Nayer",78592.0,567940.0,1147288.0,0.0,55776.0,140895.0
1880,"Pitbull, Kesha",83355.0,246776.0,602006.0,0.0,0.0,105346.0
1881,Polo & Pan,606578.0,0.0,0.0,0.0,0.0,6607.0
