,artistName,artistId,genres,follower,popularity,famille_musicale
0,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,['german hip hop'],1806437.0,74.0,Hip-Hop
1,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,['soft pop'],119861182.0,89.0,Pop
2,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,['german hip hop'],2332739.0,77.0,Hip-Hop
3,Luciano,3CJKkU0XuElRT1z8rEtIYg,['german hip hop'],2401637.0,75.0,Hip-Hop
4,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,['german hip hop'],4312129.0,69.0,Hip-Hop
5,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['Pop', 'R&B']",81660274.0,91.0,Pop
6,Eminem,7dGJo4pcD2V6oG8kP0tJRR,"['rap', 'hip hop']",99272732.0,92.0,Hip-Hop
7,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,[],109873944.0,95.0,No Genre
8,Adele,4dpARuHxo51G3z768sgnrY,['soft pop'],63444995.0,87.0,Pop
9,Nimo,3ZuBEj9ppJe8GSdKaMTfMN,['german hip hop'],1621356.0,71.0,Hip-Hop
10,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['R&B', 'Pop']",102745252.0,97.0,Pop
11,CRO,3utZ2yeQk0Z3BCOBWP7Vlu,"['german hip hop', 'german pop']",2682301.0,72.0,Hip-Hop
12,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['edm', 'dance']",27008707.0,89.0,Electro
13,RIN,18ISxWwWjV6rPLoVCXf1dz,['german hip hop'],794910.0,65.0,Hip-Hop
14,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,"['melodic rap', 'emo rap']",39507380.0,89.0,Hip-Hop
15,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,[],12366416.0,75.0,No Genre
16,Drake,3TVXtAsR1Inumwj472S9r4,"['rap', 'hip hop']",97509366.0,98.0,Hip-Hop
17,Dardan,3pjq2pDV9RR6VY55wBjVnp,['german hip hop'],1277178.0,72.0,Hip-Hop
18,Taylor Swift,06HL4z0CvFAxyc27GXpf02,"['Pop', 'Country']",135193310.0,98.0,Pop
19,Ufo361,5pVRwX5ZQR7hfJ18w8ZYkl,"['german hip hop', 'turkish hip hop']",1987527.0,73.0,Hip-Hop
20,Samra,6h1s4i4XKIYv4ErDelLDN0,['german hip hop'],1348361.0,68.0,Hip-Hop
21,Sido,4Yttlv9ndGjCDCVLqM7ACq,"['german hip hop', 'german pop']",2549654.0,72.0,Hip-Hop
22,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,"['Alternative Rock', 'Pop Rock']",57622019.0,91.0,Rock
23,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,['pop'],45782757.0,89.0,Pop
24,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,['emo rap'],49648719.0,87.0,Hip-Hop
25,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,"['emo rap', 'cloud rap']",14502850.0,84.0,Hip-Hop
26,Pashanim,34LetYSjEuG2fBb4Z8PwPg,['german hip hop'],1031553.0,75.0,Hip-Hop
27,KALIM,2NJWI8byqTSqDaJRnqJY2z,['german hip hop'],375051.0,64.0,Hip-Hop
28,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,"['Alternative Rock', 'Pop Rock']",56882057.0,88.0,Rock
29,Gzuz,5eioJDe26lOqkAMbuhzZYs,['german hip hop'],1506620.0,73.0,Hip-Hop
30,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,[],6204123.0,82.0,No Genre
31,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,['rap'],37942908.0,94.0,Hip-Hop
32,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,['rap'],29661374.0,92.0,Hip-Hop
33,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'drill', 'new york drill']",15112441.0,79.0,Autre
34,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,[],33018270.0,87.0,No Genre
35,Apache 207,1qQLhymHXFPtP5U8KNKsm6,['german hip hop'],3200943.0,72.0,Hip-Hop
36,VIZE,09agIJMxCD2k87ys9Al0f0,['slap house'],216889.0,65.0,Electro
37,Måneskin,0lAWpj5szCSwM4rUMHYmrr,[],10224449.0,79.0,No Genre
38,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,[],44861098.0,88.0,No Genre
39,Kollegah,6gto7HVNhu4ARE3P3g8Y5Y,['german hip hop'],1427800.0,66.0,Hip-Hop
40,BTS,3Nrfpe0tUJi4K4DXYWgMUX,['k-pop'],78486228.0,87.0,Pop
41,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,['pop'],104677272.0,94.0,Pop
42,Queen,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'rock', 'glam rock']",53476880.0,85.0,Rock
43,Shirin David,0JBdTCGs111JKKYfLqOEBa,"['german hip hop', 'german pop']",1041234.0,68.0,Hip-Hop
44,Polo G,6AgTAQt8XS6jRWi4sX7w49,[],12512552.0,79.0,No Genre
45,Post Malone,246dkjvS1zLTtiykXe5h60,"['Hip-Hop', 'Rap', 'Pop']",46790309.0,89.0,Hip-Hop
46,Jamule,4sVieJlKgpZ2k9ESNS5IdN,['german hip hop'],350843.0,63.0,Hip-Hop
47,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['Pop', 'R&B', 'Dancehall']",66351752.0,92.0,Pop
48,Elton John,3PhoLpVuITZKcymswpck5b,[],14675852.0,83.0,No Genre
49,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,"['Pop', 'R&B']",12456169.0,79.0,Pop
50,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,['tropical house'],3018405.0,79.0,Electro
51,BoyWithUke,1Cd373x8qzC7SNUg5IToqp,[],4492353.0,73.0,No Genre
52,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,[],4439007.0,76.0,No Genre
53,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,"['nu metal', 'rap metal', 'rock', 'alternative metal']",29455500.0,90.0,Rock
54,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,[],4158109.0,81.0,No Genre
55,Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,['tropical house'],3205031.0,79.0,Electro
56,Marshmello,64KEffDW9EtZ1y2vBYgq8T,['edm'],34170033.0,83.0,Electro
57,Sia,5WUlDfRSoLAfcVSX1WnrxN,"['Pop', 'Electropop']",29660012.0,86.0,Pop
58,Summer Cem,3drqpTL4sQOckmAfF9i1wg,['german hip hop'],1135421.0,67.0,Hip-Hop
59,Seiler und Speer,4PBCFEjR4a3OGdOZ6jeKKM,"['schlager', 'german pop']",385507.0,55.0,Autre
60,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,['soft pop'],18121500.0,84.0,Pop
61,ABBA,0LcJLqbBmaGUft1e9Mm8HV,[],13884457.0,82.0,No Genre
62,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,['soft pop'],5918971.0,75.0,Pop
63,Helene Fischer,7MzHPIXAqIOCnvK0sVY72W,"['schlager', 'schlagerparty', 'german pop']",2119111.0,66.0,Autre
64,Jala Brat,6C1X5Uh3DPIkC2gaVq00BL,[],1023520.0,68.0,No Genre
65,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,['rap'],16298757.0,86.0,Hip-Hop
66,Pizzera & Jaus,355ClqG0dW1RFLQ2kXloTp,['german pop'],288290.0,52.0,Pop
67,Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop'],44529195.0,87.0,Pop
68,Kontra K,4lDiJcOJ2GLCK6p9q5BgfK,['german hip hop'],2464836.0,70.0,Hip-Hop
69,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'pop']",36396820.0,94.0,Pop
70,Kygo,23fqKkggKUBHNkbKtXEls4,['tropical house'],8598826.0,82.0,Electro
71,Katy Perry,6jJ0s89eD6GaHleKKya26X,['pop'],36636796.0,86.0,Pop
72,Gabry Ponte,5ENS85nZShljwNgg4wFD7D,"['slap house', 'italo dance']",635613.0,77.0,Electro
73,NF,6fOMl44jA4Sp5b9PpYCkzz,['christian hip hop'],10752583.0,79.0,Hip-Hop
74,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,[],46188701.0,91.0,No Genre
75,LEA,5Yo5iU2nf4H41waPl4ZnS1,"['german pop', 'german hip hop']",1514092.0,65.0,Pop
76,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['classic rock', 'psychedelic rock']",29694335.0,85.0,Rock
77,Rammstein,6wWVKhxIU2cEi0K81v7HvP,"['industrial metal', 'metal', 'industrial rock', 'industrial']",11123823.0,80.0,Rock
78,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"['Pop', 'R&B', 'Funk']",70168128.0,95.0,Pop
79,Khalid,6LuN9FCkKOj5PcnpouEgny,"['R&B', 'Pop']",16672319.0,84.0,Pop
80,Mozzik,1pkDzgHvVqC17qYGKfLPpb,['german hip hop'],418700.0,56.0,Hip-Hop
81,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,[],7428554.0,80.0,No Genre
82,Avicii,1vCWHaC5f2uS3yhpwWbIA6,['edm'],23499033.0,83.0,Electro
83,Josh.,1nngQyj8LCicyLKclbWTmU,"['schlager', 'german pop', 'schlagerparty']",76290.0,49.0,Autre
84,P!nk,1KCSPY1glIKqW2TotWuXOR,"['Pop Rock', 'Pop']",17767074.0,82.0,Pop
85,Voyage,7aASXckUdNXJ5X338n8C1D,[],921358.0,60.0,No Genre
86,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,[],39122854.0,86.0,No Genre
87,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'latin']",38131918.0,89.0,Reggae/World
88,187 Strassenbande,2j2rh3oQh4QEUnNTDKYSJD,['german hip hop'],1518262.0,62.0,Hip-Hop
89,t-low,3tQzzidoPfVifoURnDfgmD,['german hip hop'],437534.0,61.0,Hip-Hop
90,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,"['Pop', 'R&B', 'Soul']",35281830.0,85.0,Pop
91,CKay,048LktY5zMnakWq7PTtFrz,"['afrobeats', 'afrobeat', 'afropop']",1618102.0,69.0,Reggae/World
92,Bausa,13bDjug9N0pyv3ZUINjkDV,['german hip hop'],1118558.0,70.0,Hip-Hop
93,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,['pop'],44678182.0,84.0,Pop
94,Young Thug,50co4Is1HCEo8bhOyUWKpn,"['rap', 'melodic rap', 'trap']",11542247.0,86.0,Hip-Hop
95,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,['tropical house'],1302839.0,75.0,Electro
96,Shindy,5j21TGkrNEAJe3gG9VlS34,['german hip hop'],858879.0,63.0,Hip-Hop
97,Volbeat,0L5fC7Ogm2YwgqVCRcF1bT,"['rock', 'metal']",2649720.0,72.0,Rock
98,Leony,2NpPlwwDVYR5dIj0F31EcC,[],185924.0,67.0,No Genre
99,Lucio101,4LwRgSkj7AJJTKLnEaHjMv,['german hip hop'],542677.0,68.0,Hip-Hop
100,Future,1RyvyyTE3xzB2ZywiAwp0i,"['Hip-Hop', 'Rap']",,,Hip-Hop
101,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,[],,,No Genre
102,BHZ,3mmI5HKArDwgggj4j0aJyC,['german hip hop'],347615.0,63.0,Hip-Hop
103,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,"['edm', 'trance', 'big room', 'house', 'dance']",7786699.0,83.0,Electro
104,mgk,6TIYQ3jFPwQSRmorSezPxX,[],5502422.0,78.0,No Genre
105,Sam Smith,2wY79sveU1sp5g7SokKOiI,['soft pop'],25606027.0,84.0,Pop
106,Halsey,26VFTg2z8YR0cCuwLzESi2,"['Pop', 'Electropop']",22049885.0,83.0,Pop
107,Montez,5ZY4M2aGiTaZQEP6HfqeJc,"['german pop', 'german hip hop']",302101.0,66.0,Pop
108,Alligatoah,0r0R5nIjDY04TfxRM10Bcb,"['german pop', 'german hip hop']",1237444.0,67.0,Pop
109,Pitbull,0TnOYISbd1XYRBk9myaseg,"['Hip-Hop', 'Pop']",11462773.0,87.0,Pop
110,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,['melodic rap'],9263008.0,87.0,Hip-Hop
111,Joel Corry,6DgP9otnZw5z6daOntINxp,['dance pop'],453676.0,71.0,Pop
112,KC Rebell,5p7mWeX4RlvqBCxylfiXdE,['german hip hop'],1195412.0,63.0,Hip-Hop
113,blackbear,2cFrymmkijnjDg9SS92EPM,[],5031119.0,74.0,No Genre
114,Flo Rida,0jnsk9HBra6NMjO2oANoPY,[],8907792.0,82.0,No Genre
115,S.T.S,3nwKjjo8rZtE0rRVgz4OPB,"['schlager', 'neue deutsche welle', 'schlagerparty']",243134.0,53.0,Autre
116,Alan Walker,7vk5e3vY1uw9plTHJAMwjN,"['EDM', 'Progressive House']",40461885.0,81.0,Electro
117,Falco,0hLd40hVpRDGENe4KGZLnW,['neue deutsche welle'],612723.0,61.0,Autre
118,AC/DC,711MCceyCBcFnzjGY4Q7Un,"['rock', 'hard rock', 'classic rock', 'rock and roll']",30904546.0,83.0,Rock
119,Farruko,329e4yvIujISKGKz1BZZbO,"['reggaeton', 'trap latino', 'latin']",16515268.0,84.0,Reggae/World
120,James Arthur,4IWBUUAFIplrNtaOHcJPRM,['soft pop'],19950710.0,82.0,Pop
121,Milky Chance,1hzfo8twXdOegF3xireCYs,[],2028420.0,73.0,No Genre
122,Calvin Harris,7CajNmpbOovFoOoasH2HaY,['edm'],23128833.0,87.0,Electro
123,Loredana,2Im8m4STDBosjfmb5hmP80,['german hip hop'],1091140.0,58.0,Hip-Hop
124,Green Day,7oPftvlwr6VrsViSDV7fJY,"['punk', 'pop punk']",16420326.0,82.0,Pop
125,DaBaby,4r63FhuTkUYltbVAg5TQnk,[],12571111.0,79.0,No Genre
126,Lil Baby,5f7VJjfbwm532GiveGC0ZK,[],20163637.0,88.0,No Genre
127,AnnenMayKantereit,23xqmJEN3oVxwzqtNIyR5m,['german pop'],2084726.0,68.0,Pop
128,Maxwell,0b62itBWBdLgiecXjXCqKC,['german hip hop'],236102.0,65.0,Hip-Hop
129,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,"['Pop', 'Rock']",25789377.0,84.0,Pop
130,Miksu / Macloud,76dRoxKtDwYkgCQePok9cU,['german hip hop'],175779.0,71.0,Hip-Hop
131,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,"['EDM', 'Pop']",20964657.0,83.0,Electro
132,Topic,0u6GtibW46tFX7koQ6uNJZ,[],287416.0,76.0,No Genre
133,Harry Styles,6KImCVD70vtIoJWnq6nGn3,"['Pop', 'Rock']",33590914.0,84.0,Pop
134,Timmy Trumpet,0CbeG1224FS58EUx4tPevZ,"['melbourne bounce', 'big room']",1246838.0,73.0,Autre
135,Nico Santos,3A9B6c1CrSPauiOblw7pWz,[],698675.0,60.0,No Genre
136,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,['melodic rap'],18661066.0,86.0,Hip-Hop
137,Shouse,2TcGJdSOiOvITBzhvfX8XB,[],156299.0,67.0,No Genre
138,Edmund,0605fwhsaoXYehKQV8u4GQ,"['german pop', 'schlager']",90496.0,48.0,Pop
139,skrilla,5iIl7sknJm4dw34xfsL667,[],1341.0,47.0,No Genre
140,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,"['Alternative Rock', 'Electropop']",25226448.0,83.0,Rock
141,LUM!X,0TKFPt9w0AAEnhB9bd0pLy,"['slap house', 'melbourne bounce']",212213.0,68.0,Electro
142,21 Savage,1URnnhqYAYcrqrcwql10ft,"['Hip-Hop', 'Rap']",22230178.0,88.0,Hip-Hop
143,Tyga,5LHRHt1k9lMyONurDHEdrp,[],7177980.0,79.0,No Genre
144,Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe,[],2532021.0,70.0,No Genre
145,Rainhard Fendrich,4vWQjpI68kWBNkXOEbi1D6,"['neue deutsche welle', 'schlager', 'german pop', 'schlagerparty']",237915.0,51.0,Autre
146,LISA,5L1lO4eRHmJ7a0Q6csE5cT,['k-pop'],11356946.0,83.0,Pop
147,Yung Hurn,4PvnP3yCzrT289cX3wCdOx,"['german hip hop', 'cloud rap']",442618.0,59.0,Hip-Hop
148,Azet,39KEQQAG9JhIt71g9NEVhh,['german hip hop'],1458571.0,69.0,Hip-Hop
149,Alle Farben,61ipISvUVa5LkJlKZnm3Oo,[],362280.0,63.0,No Genre
150,Mark Forster,7qXzy6c5RWT0XlVQcOBIDG,['german pop'],2988801.0,60.0,Pop
151,Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,[],6399361.0,85.0,No Genre
152,$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,"['dark trap', 'emo rap', 'horrorcore', 'punk rap', 'cloud rap', 'underground hip hop']",8374291.0,85.0,Hip-Hop
153,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,['rap'],26043702.0,86.0,Hip-Hop
154,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,['soft pop'],13376896.0,79.0,Pop
155,iann dior,6ASri4ePR7RlsvIQgWPJpS,['melodic rap'],1875678.0,70.0,Hip-Hop
156,League of Legends,47mIJdHORyRerp4os813jD,[],2052842.0,80.0,No Genre
157,Macklemore,3JhNCzhSMTxs9WLGJJxWOY,"['Hip-Hop', 'Rap']",2634971.0,78.0,Hip-Hop
158,Don Toliver,4Gso3d4CscCijv0lmajZWs,[],6444482.0,87.0,No Genre
159,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,['rap'],11961419.0,83.0,Hip-Hop
160,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,['rage rap'],13957455.0,95.0,Hip-Hop
161,NEFFEX,3z97WMRi731dCvKklIf2X6,[],2696086.0,72.0,No Genre
162,Juju,4sg4no0TXdsrM1s4SVUwNF,['german hip hop'],586110.0,60.0,Hip-Hop
163,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,"['Hip-Hop', 'Pop']",8872598.0,82.0,Pop
164,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,[],2266625.0,68.0,No Genre
165,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,"['nu metal', 'rap metal', 'alternative metal', 'rap rock']",7117387.0,79.0,Rock
166,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,['pop'],34792290.0,81.0,Pop
167,Buba Corelli,3ekwV8Mt8DgZvmuK2futxG,[],606150.0,69.0,No Genre
168,Veysel,4VuARVJiWGsH2msKTdsKdQ,['german hip hop'],952687.0,62.0,Hip-Hop
169,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,"['funk rock', 'alternative rock', 'rock']",22313930.0,84.0,Rock
170,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,"['brooklyn drill', 'melodic rap']",9665114.0,78.0,Hip-Hop
171,Farid Bang,2JwyRtuXf2l6sTnSnGVIa1,['german hip hop'],851124.0,63.0,Hip-Hop
172,Andreas Gabalier,4rp8rIXbwp93MnStnqDGQD,"['schlager', 'schlagerparty']",1113766.0,56.0,Autre
173,Fäaschtbänkler,5eLTULECbpoiNT8czpulxX,"['schlagerparty', 'schlager']",214601.0,62.0,Autre
174,Gigi D'Agostino,1OAjDaKgg00KCUYqDe68un,"['eurodance', 'italo dance']",1029234.0,71.0,Electro
175,LX,10XY9PZCJKzUFzZOdtlQLU,['german hip hop'],205865.0,64.0,Hip-Hop
176,Kitty Kat,2YkKzgHa7xT6aW8QaSsQMd,['german hip hop'],93306.0,50.0,Hip-Hop
177,Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,['soundtrack'],4472456.0,79.0,Autre
178,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,['pop'],52251291.0,88.0,Pop
179,Bushido,3c96G4d2lUOxhomM2mby5S,['german hip hop'],1248717.0,64.0,Hip-Hop
180,Harris & Ford,4FDj6mh458K7m9Txwyj2rt,"['hardstyle', 'schlagerparty']",224236.0,67.0,Autre
181,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,"['edm', 'electronica', 'progressive house']",15181848.0,77.0,Electro
182,Mac Miller,4LLpKhyESsyAXpc4laK94U,[],11656012.0,85.0,No Genre
183,Tom Gregory,6Rmg5JiRphFMlhkwGNl9Fu,[],109813.0,56.0,No Genre
184,PA Sports,2qMezKrAKRh2Z2uR3fCqHt,['german hip hop'],510469.0,61.0,Hip-Hop
185,50 Cent,3q7HBObVc0L8jNeTe5Gofh,['east coast hip hop'],17391507.0,84.0,Hip-Hop
186,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,['r&b'],25922716.0,89.0,Autre
187,Nirvana,6olE6TJLqED3rqDCT0FyPh,"['grunge', 'rock']",21847703.0,83.0,Rock
188,Sean Paul,3Isy6kedDrgPYoTS1dazA9,['dancehall'],5087745.0,83.0,Electro
189,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,[],33688574.0,87.0,No Genre
190,Klangkarussell,041iTeoMIwXMlShuQPIVKo,[],432685.0,64.0,No Genre
191,G-Eazy,02kJSzxNuaWGqwubyUba0Z,"['Hip-Hop', 'Rap']",5861314.0,79.0,Hip-Hop
192,Die Ärzte,0cbL6CYnRqpAxf1evwUVQD,"['neue deutsche welle', 'german pop']",1318176.0,65.0,Pop
193,Marteria,3nDNDLcZuSto4k9u4AbcLB,"['german hip hop', 'german pop']",852192.0,59.0,Hip-Hop
194,SSIO,3IrUyDPQlQFcB5lMWhPml2,['german hip hop'],608614.0,59.0,Hip-Hop
195,Haftbefehl,6ynopZPMBXcIGBI9M02Un5,['german hip hop'],789332.0,65.0,Hip-Hop
196,Monk,0jEyGu5QKLxQ2tIZVnRbfE,['german hip hop'],66675.0,59.0,Hip-Hop
197,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,"['Pop', 'R&B']",9572251.0,79.0,Pop
198,FiNCH,1ZyqnbV7Brg5LgyS4EZCUD,['schlagerparty'],598261.0,70.0,Autre
199,HBz,7I2JG3CcPawkeQPE7uypHJ,[],390551.0,70.0,No Genre
200,Jul,3IW7ScrzXmPvZhB27hmfgy,['pop urbaine'],11300653.0,83.0,Pop
201,Damso,2UwqpfQtNuhBwviIC0f2ie,['pop urbaine'],5391286.0,75.0,Pop
202,Ninho,6Te49r3A6f5BiIgBRxH7FH,"['Hip-Hop', 'Rap']",,,Hip-Hop
203,Angèle,3QVolfxko2UyCOtexhVTli,[],,,No Genre
204,Stromae,5j4HeCoUlzhfWtjAfM1acR,"['Electronic', 'Hip-Hop', 'Chanson']",,,Electro
205,Naps,6W5uA6CNMf3hd2j4a2XWCx,"['Hip-Hop', 'Rap']",,,Hip-Hop
206,PNL,3NH8t45zOTqzlZgBvZRjvB,"['Cloud Rap', 'Hip-Hop']",,,Hip-Hop
207,Djadja & Dinaz,5hREZP0zTQbTLkZ2M8RS4v,"['Hip-Hop', 'Rap']",,,Hip-Hop
208,Lil Kleine,3AlRiyjMywTVNzTcHbf9QT,[],,,No Genre
209,Metejoor,7hdCH3dJ27WvUbo00gAMwE,[],,,No Genre
210,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,['indie rock'],982837.0,62.0,Rock
211,Bart Peeters,1LsW7KoHTgRLcZ7Jwt79MR,['nederpop'],94201.0,47.0,Pop
212,OBOY,66Ok6bgC570sHkw08N20pZ,['pop urbaine'],1001848.0,67.0,Pop
213,Regi,77ehFS1P2bU6Bfcs1qu6Jd,[],150265.0,46.0,No Genre
214,Nekfeu,4LXBc13z5EWsc5N32bLxfH,"['Hip-Hop', 'Rap']",2866348.0,69.0,Hip-Hop
215,Ziak,2ubn2zwyYaLdHOCKnTouU2,['drill'],1158896.0,64.0,Autre
216,GIMS,0GOx72r5AAEKRGQFn3xqXK,"['french pop', 'pop urbaine']",6044088.0,83.0,Pop
217,PLK,3DCWeG2J1fZeu0Oe6i5Q6m,['pop urbaine'],2265890.0,73.0,Pop
218,Orelsan,4FpJcNgOvIpSBeJgRg3OfN,"['Hip-Hop', 'Rap']",2516733.0,65.0,Hip-Hop
219,Booba,58wXmynHaAWI5hwlPZP3qL,['pop urbaine'],3382059.0,73.0,Pop
220,Gazo,5gqmbbfjcikQBzPB5Hv13I,"['drill', 'pop urbaine']",3703856.0,75.0,Pop
221,Dadju,4sbXXFzEWJY2zsZjelerjX,"['pop urbaine', 'french pop']",7235514.0,74.0,Pop
222,Marco Borsato,3D2GUXbtlL3r2d5HJEnsFD,['nederpop'],715386.0,57.0,Pop
223,Ronnie Flex,5eir5zFJpES4j7gsymbVyl,['nederpop'],603299.0,69.0,Pop
224,Suzan & Freek,77IW5ZK1smDQYYKDCQugXh,['nederpop'],632342.0,62.0,Pop
225,Lijpe,6INEFmHKLhMIJAQzHUBAMd,[],583333.0,66.0,No Genre
226,Beyoncé,6vWDO969PvNqNYHIOW5v0m,"['R&B', 'Pop']",40034449.0,87.0,Pop
227,Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,['pop urbaine'],3886448.0,68.0,Pop
228,SCH,2kXKa3aAFngGz2P4GjG5w2,['pop urbaine'],2556629.0,73.0,Pop
229,Frenna,6m1LYS5NQonxjOcQFPQOb5,[],615334.0,67.0,No Genre
230,Leto,6HCBnyTBSLdb3TFn2ayulY,['pop urbaine'],1302136.0,69.0,Pop
231,Laylow,0LnhY2fzptb0QEs5Q5gM7S,['moroccan rap'],849607.0,64.0,Hip-Hop
232,PNAU,6n28c9qs9hNGriNa72b26u,[],251867.0,73.0,No Genre
233,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,"['trance', 'progressive house', 'electronica', 'edm']",4525443.0,76.0,Electro
234,Central Cee,5H4yInM5zmHqpKIoMNAx4r,"['uk drill', 'drill', 'grime']",8062047.0,83.0,Autre
235,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,"['classic rock', 'soft rock']",12939966.0,83.0,Rock
236,Little Mix,3e7awlrlDSwF3iM0WBjGMp,[],12239789.0,74.0,No Genre
237,Timal,2ptKt4yP4mYRZmvi09JYyi,['pop urbaine'],1331633.0,64.0,Pop
238,Lomepal,1Yfe3ONJlioHys7jwHdfVm,"['Hip-Hop', 'Rap']",2046347.0,62.0,Hip-Hop
239,Niska,7CUFPNi1TU8RowpnFRSsZV,['pop urbaine'],5891232.0,74.0,Pop
240,Boef,0Jsk5iYMr5aNjHury7blm1,[],1396486.0,64.0,No Genre
241,Kevin,0IxgA9wO4Op3CSnPlhfwV1,[],190181.0,66.0,No Genre
242,Josylvio,1wFoE1RwBMWoWkXcFrCgsx,[],616867.0,63.0,No Genre
243,Ludovico Einaudi,2uFUBdaVGtyMqckSeCl0Qj,"['neoclassical', 'classical']",3783324.0,80.0,Jazz/World
244,Céline Dion,4S9EykWXhStSc15wEx8QFK,['variété française'],9671576.0,77.0,Autre
245,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,"['indie', 'garage rock']",29638477.0,88.0,Rock
246,Lacrim,7DUTsWY3RBd64vh8UtgtYA,['pop urbaine'],2784229.0,71.0,Pop
247,Becky Hill,4EPJlUEBy49EX1wuFOvtjK,[],896582.0,73.0,No Genre
248,Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,"['big room', 'electronica', 'edm', 'electro']",3568082.0,74.0,Electro
249,Maes,6L34dW6SKMSDaGIfYDU19j,['pop urbaine'],3269957.0,73.0,Pop
250,Aya Nakamura,7IlRNXHjoOCgEAWN5qYksg,"['pop urbaine', 'french pop']",5205008.0,71.0,Pop
251,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,['edm'],3909418.0,77.0,Electro
